docname,topic,proportion
cv826_12761.txt:34,000,1.0
cv639_10797.txt:4,000,1.0
cv639_10797.txt:39,001,1.0
cv019_16117.txt:27,001,1.0
cv398_17047.txt:22,000,1.0
cv711_12687.txt:0,008,1.0
cv711_12687.txt:35,000,1.0
cv838_25886.txt:12,002,1.0
cv208_9475.txt:1,000,1.0
cv208_9475.txt:36,008,1.0
cv425_8603.txt:26,010,1.0
cv736_24947.txt:23,000,0.616642
cv736_24947.txt:23,001,0.284845
cv736_24947.txt:23,002,0.098513
cv736_24947.txt:58,008,1.0
cv815_23466.txt:10,002,1.0
cv815_23466.txt:45,003,1.0
cv791_17995.txt:8,003,1.0
cv520_13297.txt:21,000,1.0
cv624_11601.txt:14,003,1.0
cv534_15683.txt:10,002,1.0
cv889_22670.txt:20,001,1.0
cv768_12709.txt:1,002,1.0
cv078_16506.txt:0,005,1.0
cv788_26409.txt:15,010,1.0
cv370_5338.txt:12,010,1.0
cv835_20531.txt:18,010,1.0
cv580_15681.txt:10,010,1.0
cv297_10104.txt:27,005,1.0
cv400_20631.txt:1,000,1.0
cv847_20855.txt:7,010,1.0
cv847_20855.txt:42,000,1.0
cv158_10914.txt:12,012,1.0
cv502_10970.txt:15,006,1.0
cv623_16988.txt:7,002,1.0
cv623_16988.txt:42,010,1.0
cv623_16988.txt:77,001,1.0
cv867_18362.txt:9,010,1.0
cv814_20316.txt:15,003,1.0
cv272_20313.txt:33,000,1.0
cv273_28961.txt:18,010,1.0
cv571_29292.txt:29,000,1.0
cv706_25883.txt:29,008,1.0
cv162_10977.txt:16,001,1.0
cv482_11233.txt:7,000,1.0
cv033_25680.txt:11,000,1.0
cv804_11763.txt:6,004,1.0
cv647_15275.txt:17,008,1.0
cv562_10847.txt:19,000,1.0
cv802_28381.txt:6,010,1.0
cv020_9234.txt:24,000,1.0
cv264_14108.txt:2,000,1.0
cv600_25043.txt:5,001,1.0
cv991_19973.txt:26,013,1.0
cv566_8967.txt:25,001,1.0
cv591_24887.txt:23,003,1.0
cv214_13285.txt:17,008,1.0
cv056_14663.txt:3,010,1.0
cv667_19672.txt:11,001,1.0
cv242_11354.txt:25,003,1.0
cv459_21834.txt:33,005,1.0
cv984_14006.txt:1,010,1.0
cv000_29416.txt:19,000,0.616642
cv000_29416.txt:19,001,0.284845
cv000_29416.txt:19,002,0.098513
cv320_9693.txt:19,000,1.0
cv096_12262.txt:9,010,1.0
cv188_20687.txt:1,010,1.0
cv188_20687.txt:36,000,1.0
cv620_2556.txt:34,000,1.0
cv725_10266.txt:9,006,1.0
cv111_12253.txt:14,010,1.0
cv776_21934.txt:17,003,1.0
cv034_29446.txt:4,006,1.0
cv480_21195.txt:2,007,1.0
cv480_21195.txt:37,004,1.0
cv022_14227.txt:1,000,1.0
cv022_14227.txt:36,005,1.0
cv278_14533.txt:32,000,1.0
cv189_24248.txt:26,003,1.0
cv007_4992.txt:3,005,1.0
cv235_10704.txt:11,000,1.0
cv282_6833.txt:8,003,1.0
cv733_9891.txt:3,003,1.0
cv279_19452.txt:8,002,1.0
cv705_11973.txt:19,001,1.0
cv685_5710.txt:19,001,1.0
cv207_29141.txt:25,004,1.0
cv152_9052.txt:24,000,1.0
cv072_5928.txt:28,001,1.0
cv508_17742.txt:15,010,1.0
cv436_20564.txt:7,006,1.0
cv532_6495.txt:4,006,1.0
cv276_17126.txt:7,000,0.616642
cv276_17126.txt:7,001,0.284845
cv276_17126.txt:7,002,0.098513
cv276_17126.txt:42,008,1.0
cv807_23024.txt:24,000,1.0
cv807_23024.txt:59,001,1.0
cv073_23039.txt:16,009,1.0
cv553_26965.txt:20,008,1.0
cv518_14798.txt:23,010,1.0
cv608_24647.txt:29,011,1.0
cv602_8830.txt:21,000,1.0
cv763_16486.txt:29,010,1.0
cv951_11816.txt:1,000,1.0
cv081_18241.txt:1,000,1.0
cv446_12209.txt:24,010,1.0
cv513_7236.txt:25,000,1.0
cv203_19052.txt:3,006,1.0
cv420_28631.txt:24,010,1.0
cv312_29308.txt:16,003,1.0
cv973_10171.txt:20,000,1.0
cv973_10171.txt:55,000,1.0
cv338_9183.txt:0,002,1.0
cv338_9183.txt:35,001,1.0
cv385_29621.txt:10,001,1.0
cv686_15553.txt:16,004,1.0
cv732_13092.txt:17,013,1.0
cv732_13092.txt:52,004,1.0
cv821_29283.txt:16,001,1.0
cv139_14236.txt:34,008,1.0
cv704_17622.txt:4,000,0.616642
cv704_17622.txt:4,001,0.284845
cv704_17622.txt:4,002,0.098513
cv418_16562.txt:13,001,1.0
cv054_4101.txt:7,010,1.0
cv054_4101.txt:42,000,1.0
cv863_7912.txt:1,006,1.0
cv863_7912.txt:36,010,1.0
cv738_10287.txt:7,008,1.0
cv021_17313.txt:3,010,1.0
cv393_29234.txt:12,000,1.0
cv612_5396.txt:25,000,1.0
cv616_29187.txt:6,002,1.0
cv955_26154.txt:5,006,1.0
cv547_18043.txt:4,000,1.0
cv645_17078.txt:18,010,1.0
cv167_18094.txt:15,010,1.0
cv621_15984.txt:27,001,1.0
cv765_20429.txt:8,000,1.0
cv769_8565.txt:2,000,1.0
cv432_15873.txt:10,004,1.0
cv710_23745.txt:11,008,1.0
cv181_16083.txt:12,006,1.0
cv844_13890.txt:3,010,1.0
cv844_13890.txt:38,010,1.0
cv525_17930.txt:6,003,1.0
cv169_24973.txt:7,000,1.0
cv473_7869.txt:0,006,1.0
cv473_7869.txt:35,000,1.0
cv434_5641.txt:5,010,1.0
cv368_11090.txt:3,002,1.0
cv368_11090.txt:38,001,1.0
cv075_6250.txt:10,000,1.0
cv006_17022.txt:1,010,1.0
cv197_29271.txt:9,010,1.0
cv653_2107.txt:29,002,1.0
cv057_7962.txt:1,010,1.0
cv952_26375.txt:20,010,1.0
cv782_21078.txt:13,000,1.0
cv361_28738.txt:14,000,1.0
cv051_10751.txt:1,000,1.0
cv939_11247.txt:14,006,1.0
cv478_15921.txt:31,010,1.0
cv478_15921.txt:66,010,1.0
cv892_18788.txt:2,010,1.0
cv892_18788.txt:37,001,1.0
cv076_26009.txt:8,002,1.0
cv904_25663.txt:2,003,1.0
cv055_8926.txt:7,010,1.0
cv792_3257.txt:16,000,1.0
cv554_14678.txt:3,000,1.0
cv554_14678.txt:38,001,1.0
cv413_7893.txt:29,015,1.0
cv199_9721.txt:17,000,1.0
cv799_19812.txt:19,005,1.0
cv799_19812.txt:54,000,0.616642
cv799_19812.txt:54,001,0.284845
cv799_19812.txt:54,002,0.098513
cv134_23300.txt:14,008,1.0
cv018_21672.txt:15,000,0.616642
cv018_21672.txt:15,001,0.284845
cv018_21672.txt:15,002,0.098513
cv035_3343.txt:24,000,1.0
cv631_4782.txt:22,010,1.0
cv098_17021.txt:17,000,1.0
cv100_12406.txt:1,000,1.0
cv100_12406.txt:36,010,1.0
cv100_12406.txt:71,000,1.0
cv786_23608.txt:1,009,1.0
cv399_28593.txt:23,012,1.0
cv544_5301.txt:27,000,1.0
cv972_26837.txt:18,005,1.0
cv375_9932.txt:7,003,1.0
cv145_12239.txt:11,003,1.0
cv898_1576.txt:20,000,1.0
cv046_10613.txt:30,004,1.0
cv797_7245.txt:8,010,1.0
cv911_21695.txt:6,000,1.0
cv350_22139.txt:1,001,1.0
cv871_25971.txt:9,010,1.0
cv871_25971.txt:44,000,1.0
cv405_21868.txt:27,006,1.0
cv336_10363.txt:31,013,1.0
cv070_13249.txt:32,008,1.0
cv071_12969.txt:23,004,1.0
cv423_12089.txt:24,001,1.0
cv423_12089.txt:59,004,1.0
cv778_18629.txt:25,003,1.0
cv781_5358.txt:34,007,1.0
cv546_12723.txt:8,005,1.0
cv536_27221.txt:2,010,1.0
cv383_14662.txt:7,001,1.0
cv755_24881.txt:22,010,1.0
cv858_20266.txt:2,005,1.0
cv858_20266.txt:37,008,1.0
cv077_23172.txt:22,011,1.0
cv015_29356.txt:5,010,1.0
cv854_18955.txt:12,019,1.0
cv406_22199.txt:34,011,1.0
cv917_29484.txt:0,000,1.0
cv104_19176.txt:4,003,1.0
cv245_8938.txt:6,000,1.0
cv987_7394.txt:3,005,1.0
cv987_7394.txt:38,000,1.0
cv985_5964.txt:28,000,1.0
cv677_18938.txt:5,006,1.0
cv677_18938.txt:40,007,1.0
cv656_25395.txt:7,005,1.0
cv656_25395.txt:42,001,1.0
cv590_20712.txt:26,000,0.616642
cv590_20712.txt:26,001,0.284845
cv590_20712.txt:26,002,0.098513
cv982_22209.txt:9,000,1.0
cv622_8583.txt:18,002,1.0
cv659_21483.txt:27,002,1.0
cv550_23226.txt:31,008,1.0
cv773_20264.txt:16,015,1.0
cv936_17473.txt:13,000,1.0
cv572_20053.txt:21,003,1.0
cv668_18848.txt:10,009,1.0
cv808_13773.txt:3,008,1.0
cv751_17208.txt:15,003,1.0
cv695_22268.txt:8,013,1.0
cv371_8197.txt:14,004,1.0
cv983_24219.txt:24,010,1.0
cv949_21565.txt:31,005,1.0
cv284_20530.txt:1,000,0.616642
cv284_20530.txt:1,001,0.284845
cv284_20530.txt:1,002,0.098513
cv377_8440.txt:6,000,1.0
cv933_24953.txt:30,001,1.0
cv252_24974.txt:17,010,1.0
cv252_24974.txt:52,010,1.0
cv596_4367.txt:12,005,1.0
cv675_22871.txt:29,016,1.0
cv292_7804.txt:1,010,1.0
cv292_7804.txt:36,010,1.0
cv086_19488.txt:21,010,1.0
cv618_9469.txt:8,009,1.0
cv011_13044.txt:14,011,1.0
cv300_23302.txt:23,000,1.0
cv709_11173.txt:9,003,1.0
cv709_11173.txt:44,000,1.0
cv683_13047.txt:7,010,1.0
cv683_13047.txt:42,005,1.0
cv882_10042.txt:24,008,1.0
cv195_16146.txt:25,003,1.0
cv257_11856.txt:34,000,1.0
cv500_10722.txt:4,001,1.0
cv150_14279.txt:7,000,1.0
cv734_22821.txt:18,000,1.0
cv222_18720.txt:21,008,1.0
cv137_17020.txt:5,003,1.0
cv429_7937.txt:4,010,1.0
cv999_14636.txt:16,005,1.0
cv215_23246.txt:26,010,1.0
cv359_6751.txt:33,000,1.0
cv865_28796.txt:17,002,1.0
cv640_5380.txt:3,004,1.0
cv341_25667.txt:14,000,1.0
cv906_12332.txt:17,010,1.0
cv390_12187.txt:7,001,1.0
cv318_11146.txt:3,002,1.0
cv168_7435.txt:4,010,1.0
cv687_22207.txt:17,005,1.0
cv886_19210.txt:22,000,1.0
cv083_25491.txt:1,010,1.0
cv083_25491.txt:36,000,1.0
cv105_19135.txt:2,005,1.0
cv122_7891.txt:1,000,1.0
cv122_7891.txt:36,005,1.0
cv122_7891.txt:71,002,1.0
cv039_5963.txt:8,004,1.0
cv597_26744.txt:10,010,1.0
cv597_26744.txt:45,000,1.0
cv101_10537.txt:25,010,1.0
cv595_26420.txt:26,000,1.0
cv899_17812.txt:16,011,1.0
cv588_14467.txt:2,012,1.0
cv270_5873.txt:11,000,1.0
cv079_12766.txt:0,007,1.0
cv079_12766.txt:35,006,1.0
cv023_13847.txt:1,002,1.0
cv879_16585.txt:0,006,1.0
cv693_19147.txt:17,005,1.0
cv465_23401.txt:28,000,1.0
cv492_19370.txt:5,005,1.0
cv176_14196.txt:16,010,1.0
cv358_11557.txt:3,000,1.0
cv358_11557.txt:38,010,1.0
cv642_29788.txt:4,000,1.0
cv870_18090.txt:14,008,1.0
cv777_10247.txt:32,000,1.0
cv313_19337.txt:5,010,1.0
cv615_15734.txt:13,000,1.0
cv795_10291.txt:8,005,1.0
cv225_29083.txt:14,005,1.0
cv155_7845.txt:5,005,1.0
cv994_13229.txt:19,003,1.0
cv121_18621.txt:9,018,1.0
cv044_18429.txt:20,010,1.0
cv219_19874.txt:20,010,1.0
cv112_12178.txt:2,006,1.0
cv609_25038.txt:6,012,1.0
cv609_25038.txt:41,004,1.0
cv538_28485.txt:7,010,1.0
cv828_21392.txt:12,006,1.0
cv050_12128.txt:15,007,1.0
cv593_11931.txt:20,007,1.0
cv524_24885.txt:7,006,1.0
cv524_24885.txt:42,010,1.0
cv638_29394.txt:3,000,1.0
cv611_2253.txt:6,010,1.0
cv251_23901.txt:27,000,1.0
cv699_7773.txt:23,005,1.0
cv229_15200.txt:1,000,1.0
cv884_15230.txt:15,001,1.0
cv928_9478.txt:15,005,1.0
cv928_9478.txt:50,009,1.0
cv428_12202.txt:0,005,1.0
cv428_12202.txt:35,006,1.0
cv428_12202.txt:70,009,1.0
cv803_8584.txt:17,001,1.0
cv878_17204.txt:4,001,1.0
cv748_14044.txt:2,000,1.0
cv641_13412.txt:9,003,1.0
cv641_13412.txt:44,000,1.0
cv948_25870.txt:2,003,1.0
cv948_25870.txt:37,005,1.0
cv356_26170.txt:20,000,1.0
cv839_22807.txt:17,000,0.616642
cv839_22807.txt:17,001,0.284845
cv839_22807.txt:17,002,0.098513
cv052_29318.txt:20,006,1.0
cv592_23391.txt:3,007,1.0
cv592_23391.txt:38,000,1.0
cv662_14791.txt:11,005,1.0
cv415_23674.txt:18,005,1.0
cv971_11790.txt:9,003,1.0
cv652_15653.txt:5,009,1.0
cv149_17084.txt:8,002,1.0
cv696_29619.txt:10,010,1.0
cv746_10471.txt:4,002,1.0
cv746_10471.txt:39,010,1.0
cv746_10471.txt:74,010,1.0
cv890_3515.txt:20,002,1.0
cv290_11981.txt:9,003,1.0
cv852_27512.txt:15,010,1.0
cv712_24217.txt:2,000,1.0
cv894_22140.txt:9,013,1.0
cv303_27366.txt:7,010,1.0
cv663_14484.txt:17,013,1.0
cv345_9966.txt:13,000,1.0
cv841_3367.txt:15,000,1.0
cv636_16954.txt:22,003,1.0
cv130_18521.txt:6,000,1.0
cv131_11568.txt:26,000,1.0
cv881_14767.txt:11,008,1.0
cv700_23163.txt:5,004,1.0
cv095_28730.txt:12,010,1.0
cv014_15600.txt:11,010,1.0
cv661_25780.txt:13,004,1.0
cv490_18986.txt:18,001,1.0
cv691_5090.txt:23,000,1.0
cv365_12442.txt:13,000,1.0
cv365_12442.txt:48,001,1.0
cv346_19198.txt:15,000,1.0
cv585_23576.txt:25,010,1.0
cv376_20883.txt:25,002,1.0
cv353_19197.txt:25,008,1.0
cv060_11754.txt:23,008,1.0
cv723_9002.txt:30,025,1.0
cv118_28837.txt:34,008,1.0
cv619_13677.txt:25,008,1.0
cv259_11827.txt:8,000,1.0
cv186_2396.txt:10,000,1.0
cv186_2396.txt:45,005,1.0
cv888_25678.txt:31,001,1.0
cv170_29808.txt:26,001,1.0
cv140_7963.txt:12,002,1.0
cv140_7963.txt:47,000,1.0
cv140_7963.txt:82,012,1.0
cv560_18608.txt:11,000,1.0
cv175_7375.txt:12,007,1.0
cv630_10152.txt:19,001,1.0
cv584_29549.txt:11,010,1.0
cv753_11812.txt:29,000,1.0
cv401_13758.txt:23,010,1.0
cv326_14777.txt:16,002,1.0
cv210_9557.txt:9,006,1.0
cv831_16325.txt:2,000,1.0
cv029_19943.txt:13,007,1.0
cv912_5562.txt:28,002,1.0
cv263_20693.txt:11,000,1.0
cv309_23737.txt:9,008,1.0
cv568_17065.txt:16,009,1.0
cv958_13020.txt:28,001,1.0
cv824_9335.txt:22,010,1.0
cv759_15091.txt:30,001,1.0
cv147_22625.txt:22,001,1.0
cv715_19246.txt:8,010,1.0
cv742_8279.txt:8,001,1.0
cv065_16909.txt:18,002,1.0
cv065_16909.txt:53,001,1.0
cv409_29625.txt:25,017,1.0
cv053_23117.txt:28,002,1.0
cv053_23117.txt:63,005,1.0
cv925_9459.txt:11,010,1.0
cv231_11028.txt:18,000,1.0
cv937_9816.txt:12,010,1.0
cv045_25077.txt:23,010,1.0
cv570_28960.txt:16,000,1.0
cv109_22599.txt:24,004,1.0
cv239_29828.txt:9,010,1.0
cv266_26644.txt:4,001,1.0
cv649_13947.txt:11,006,1.0
cv837_27232.txt:19,010,1.0
cv334_0074.txt:28,000,1.0
cv780_8467.txt:21,001,1.0
cv749_18960.txt:32,004,1.0
cv905_28965.txt:12,010,1.0
cv211_9955.txt:1,000,1.0
cv296_13146.txt:12,001,1.0
cv241_24602.txt:18,008,1.0
cv953_7078.txt:5,008,1.0
cv005_29357.txt:17,010,1.0
cv151_17231.txt:17,000,1.0
cv306_10859.txt:29,001,1.0
cv626_7907.txt:1,010,1.0
cv201_7421.txt:0,005,1.0
cv760_8977.txt:21,001,1.0
cv760_8977.txt:56,003,1.0
cv614_11320.txt:34,000,1.0
cv682_17947.txt:1,002,1.0
cv787_15277.txt:8,008,1.0
cv291_26844.txt:0,007,1.0
cv474_10682.txt:17,010,1.0
cv561_9484.txt:13,006,1.0
cv311_17708.txt:19,010,1.0
cv516_12117.txt:8,010,1.0
cv757_10668.txt:13,000,1.0
cv681_9744.txt:14,000,1.0
cv498_9288.txt:3,000,0.616642
cv498_9288.txt:3,001,0.284845
cv498_9288.txt:3,002,0.098513
cv388_12810.txt:13,000,1.0
cv230_7913.txt:17,003,1.0
cv230_7913.txt:52,003,1.0
cv869_24782.txt:31,019,1.0
cv575_22598.txt:16,000,1.0
cv275_28725.txt:19,018,1.0
cv654_19345.txt:23,011,1.0
cv521_1730.txt:6,004,1.0
cv891_6035.txt:14,000,1.0
cv735_20218.txt:1,010,1.0
cv304_28489.txt:5,001,1.0
cv274_26379.txt:16,010,1.0
cv274_26379.txt:51,002,1.0
cv969_14760.txt:0,003,1.0
cv062_24556.txt:17,004,1.0
cv784_16077.txt:22,008,1.0
cv351_17029.txt:22,002,1.0
cv819_9567.txt:7,007,1.0
cv970_19532.txt:14,003,1.0
cv851_21895.txt:9,010,1.0
cv673_25874.txt:0,001,1.0
cv731_3968.txt:8,002,1.0
cv352_5414.txt:15,008,1.0
cv287_17410.txt:2,010,1.0
cv860_15520.txt:20,004,1.0
cv026_29229.txt:14,003,1.0
cv491_12992.txt:26,012,1.0
cv433_10443.txt:15,000,1.0
cv526_12868.txt:15,004,1.0
cv526_12868.txt:50,002,1.0
cv540_3092.txt:3,009,1.0
cv539_21865.txt:2,001,1.0
cv539_21865.txt:37,002,1.0
cv493_14135.txt:8,000,0.616642
cv493_14135.txt:8,001,0.284845
cv493_14135.txt:8,002,0.098513
cv617_9561.txt:14,012,1.0
cv443_22367.txt:22,002,1.0
cv980_11851.txt:22,005,1.0
cv422_9632.txt:18,007,1.0
cv511_10360.txt:4,013,1.0
cv511_10360.txt:39,010,1.0
cv823_17055.txt:11,009,1.0
cv200_29006.txt:14,004,1.0
cv200_29006.txt:49,004,1.0
cv192_16079.txt:3,010,1.0
cv192_16079.txt:38,005,1.0
cv037_19798.txt:6,010,1.0
cv126_28821.txt:2,000,1.0
cv082_11979.txt:6,003,1.0
cv271_15364.txt:10,010,1.0
cv832_24713.txt:0,016,1.0
cv832_24713.txt:35,001,1.0
cv849_17215.txt:10,000,1.0
cv507_9509.txt:4,001,1.0
cv507_9509.txt:39,000,0.616642
cv507_9509.txt:39,001,0.284845
cv507_9509.txt:39,002,0.098513
cv714_19704.txt:30,005,1.0
cv559_0057.txt:21,004,1.0
cv243_22164.txt:18,004,1.0
cv243_22164.txt:53,009,1.0
cv462_20788.txt:34,000,1.0
cv601_24759.txt:9,000,1.0
cv956_12547.txt:5,014,1.0
cv956_12547.txt:40,011,1.0
cv672_27988.txt:17,012,1.0
cv387_12391.txt:2,003,1.0
cv717_17472.txt:11,006,1.0
cv918_27080.txt:2,009,1.0
cv866_29447.txt:10,002,1.0
cv475_22978.txt:13,010,1.0
cv467_26610.txt:5,004,1.0
cv989_17297.txt:0,006,1.0
cv527_10338.txt:12,000,1.0
cv818_10698.txt:12,000,0.616642
cv818_10698.txt:12,001,0.284845
cv818_10698.txt:12,002,0.098513
cv369_14245.txt:12,005,1.0
cv986_15092.txt:17,010,1.0
cv481_7930.txt:2,019,1.0
cv174_9735.txt:14,010,1.0
cv182_7791.txt:21,000,1.0
cv419_14799.txt:27,000,1.0
cv487_11058.txt:15,000,1.0
cv564_12011.txt:19,000,1.0
cv995_23113.txt:19,001,1.0
cv995_23113.txt:54,008,1.0
cv567_29420.txt:4,010,1.0
cv567_29420.txt:39,000,1.0
cv094_27868.txt:25,013,1.0
cv637_13682.txt:32,000,1.0
cv469_21998.txt:15,010,1.0
cv202_11382.txt:7,011,1.0
cv964_5794.txt:3,000,1.0
cv080_14899.txt:5,000,1.0
cv604_23339.txt:11,019,1.0
cv479_5450.txt:29,010,1.0
cv024_7033.txt:30,003,1.0
cv299_17950.txt:10,001,1.0
cv833_11961.txt:18,010,1.0
cv416_12048.txt:29,000,1.0
cv992_12806.txt:10,010,1.0
cv992_12806.txt:45,004,1.0
cv165_2389.txt:7,002,1.0
cv307_26382.txt:19,003,1.0
cv307_26382.txt:54,008,1.0
cv610_24153.txt:0,010,1.0
cv610_24153.txt:35,000,1.0
cv256_16529.txt:28,010,1.0
cv439_17633.txt:5,011,1.0
cv327_21743.txt:9,018,1.0
cv223_28923.txt:4,001,1.0
cv223_28923.txt:39,001,1.0
cv908_17779.txt:26,001,1.0
cv164_23451.txt:16,010,1.0
cv935_24977.txt:18,010,1.0
cv087_2145.txt:4,000,1.0
cv087_2145.txt:39,009,1.0
cv885_13390.txt:5,000,1.0
cv190_27176.txt:13,010,1.0
cv756_23676.txt:17,002,1.0
cv676_22202.txt:21,000,0.616642
cv676_22202.txt:21,001,0.284845
cv676_22202.txt:21,002,0.098513
cv676_22202.txt:56,009,1.0
cv581_20790.txt:27,000,1.0
cv873_19937.txt:4,001,1.0
cv569_26750.txt:14,010,1.0
cv569_26750.txt:49,002,1.0
cv069_11613.txt:26,000,1.0
cv178_14380.txt:7,010,1.0
cv722_7571.txt:14,012,1.0
cv010_29063.txt:8,010,1.0
cv221_27081.txt:8,010,1.0
cv660_23140.txt:14,000,1.0
cv537_13516.txt:2,005,1.0
cv119_9909.txt:1,000,0.616642
cv119_9909.txt:1,001,0.284845
cv119_9909.txt:1,002,0.098513
cv378_21982.txt:17,001,1.0
cv319_16459.txt:12,008,1.0
cv688_7884.txt:22,000,1.0
cv761_13769.txt:14,002,1.0
cv116_28734.txt:8,006,1.0
cv963_7208.txt:6,001,1.0
cv963_7208.txt:41,000,1.0
cv921_13988.txt:4,000,1.0
cv226_26692.txt:11,010,1.0
cv861_12809.txt:8,000,1.0
cv965_26688.txt:8,000,1.0
cv965_26688.txt:43,008,1.0
cv730_10729.txt:21,001,1.0
cv874_12182.txt:18,001,1.0
cv030_22893.txt:15,004,1.0
cv283_11963.txt:14,007,1.0
cv156_11119.txt:7,005,1.0
cv934_20426.txt:6,001,1.0
cv740_13643.txt:5,010,1.0
cv394_5311.txt:21,017,1.0
cv754_7709.txt:14,007,1.0
cv323_29633.txt:24,010,1.0
cv009_29417.txt:24,009,1.0
cv883_27621.txt:10,000,0.616642
cv883_27621.txt:10,001,0.284845
cv883_27621.txt:10,002,0.098513
cv883_27621.txt:45,004,1.0
cv027_26270.txt:15,010,1.0
cv127_16451.txt:7,001,1.0
cv486_9788.txt:8,002,1.0
cv486_9788.txt:43,000,1.0
cv091_7899.txt:12,010,1.0
cv322_21820.txt:9,010,1.0
cv783_14724.txt:12,000,1.0
cv488_21453.txt:1,003,1.0
cv106_18379.txt:7,010,1.0
cv146_19587.txt:1,002,1.0
cv880_29629.txt:9,010,1.0
cv684_12727.txt:25,010,1.0
cv421_9752.txt:9,010,1.0
cv067_21192.txt:10,000,1.0
cv909_9973.txt:5,002,1.0
cv166_11959.txt:24,010,1.0
cv533_9843.txt:14,008,1.0
cv913_29127.txt:6,000,1.0
cv295_17060.txt:25,011,1.0
cv798_24779.txt:7,010,1.0
cv864_3087.txt:12,010,1.0
cv504_29120.txt:20,000,1.0
cv954_19932.txt:28,005,1.0
cv927_11471.txt:33,002,1.0
cv942_18509.txt:26,010,1.0
cv718_12227.txt:27,010,1.0
cv032_23718.txt:12,001,1.0
cv032_23718.txt:47,010,1.0
cv698_16930.txt:12,010,1.0
cv206_15893.txt:17,004,1.0
cv453_10911.txt:29,009,1.0
cv517_20616.txt:19,003,1.0
cv907_3193.txt:0,010,1.0
cv543_5107.txt:8,000,1.0
cv701_15880.txt:6,003,1.0
cv161_12224.txt:16,010,1.0
cv551_11214.txt:14,010,1.0
cv551_11214.txt:49,016,1.0
cv941_10718.txt:15,001,1.0
cv811_22646.txt:2,004,1.0
cv811_22646.txt:37,010,1.0
cv234_22123.txt:17,006,1.0
cv180_17823.txt:5,013,1.0
cv124_3903.txt:8,014,1.0
cv148_18084.txt:10,010,1.0
cv950_13478.txt:0,000,1.0
cv950_13478.txt:35,003,1.0
cv179_9533.txt:28,014,1.0
cv163_10110.txt:31,008,1.0
cv897_11703.txt:23,009,1.0
cv766_7983.txt:32,002,1.0
cv373_21872.txt:12,007,1.0
cv635_0984.txt:5,010,1.0
cv635_0984.txt:40,004,1.0
cv998_15691.txt:16,000,1.0
cv834_23192.txt:26,000,1.0
cv845_15886.txt:10,005,1.0
cv458_9000.txt:5,010,1.0
cv943_23547.txt:12,000,1.0
cv191_29539.txt:22,000,1.0
cv529_10972.txt:5,007,1.0
cv914_2856.txt:4,012,1.0
cv397_28890.txt:11,008,1.0
cv367_24065.txt:20,002,1.0
cv427_11693.txt:3,010,1.0
cv427_11693.txt:38,010,1.0
cv470_17444.txt:24,000,1.0
cv957_9059.txt:29,010,1.0
cv719_5581.txt:3,006,1.0
cv670_2666.txt:1,000,1.0
cv670_2666.txt:36,002,1.0
cv505_12926.txt:13,001,1.0
cv484_26169.txt:5,000,1.0
cv408_5367.txt:1,012,1.0
cv901_11934.txt:8,010,1.0
cv758_9740.txt:21,000,1.0
cv944_15042.txt:13,010,1.0
cv154_9562.txt:13,010,1.0
cv805_21128.txt:6,007,1.0
cv209_28973.txt:9,003,1.0
cv049_21917.txt:18,000,1.0
cv932_14854.txt:11,001,1.0
cv812_19051.txt:10,004,1.0
cv962_9813.txt:23,010,1.0
cv767_15673.txt:18,000,0.616642
cv767_15673.txt:18,001,0.284845
cv767_15673.txt:18,002,0.098513
cv633_29730.txt:17,010,1.0
cv107_25639.txt:16,004,1.0
cv107_25639.txt:51,004,1.0
cv107_25639.txt:86,010,1.0
cv442_15499.txt:28,000,1.0
cv442_15499.txt:63,002,1.0
cv144_5010.txt:27,002,1.0
cv348_19207.txt:11,007,1.0
cv855_22134.txt:7,000,1.0
cv503_11196.txt:22,000,1.0
cv655_12055.txt:25,010,1.0
cv227_25406.txt:31,000,1.0
cv403_6721.txt:14,000,1.0
cv058_8469.txt:10,001,1.0
cv333_9443.txt:8,007,1.0
cv366_10709.txt:10,002,1.0
cv301_13010.txt:20,004,1.0
cv586_8048.txt:29,011,1.0
cv988_20168.txt:16,000,1.0
cv314_16095.txt:20,009,1.0
cv392_12238.txt:27,000,1.0
cv745_14009.txt:34,000,1.0
cv238_14285.txt:4,004,1.0
cv238_14285.txt:39,009,1.0
cv099_11189.txt:33,010,1.0
cv103_11943.txt:26,000,1.0
cv896_17819.txt:23,005,1.0
cv651_11120.txt:10,010,1.0
cv138_13903.txt:23,004,1.0
cv138_13903.txt:58,002,1.0
cv374_26455.txt:14,010,1.0
cv846_29359.txt:8,000,1.0
cv846_29359.txt:43,013,1.0
cv064_25842.txt:3,000,1.0
cv293_29731.txt:9,010,1.0
cv796_17243.txt:18,000,1.0
cv514_12173.txt:1,000,1.0
cv514_12173.txt:36,010,1.0
cv349_15032.txt:13,007,1.0
cv349_15032.txt:48,001,1.0
cv255_15267.txt:1,006,1.0
cv489_19046.txt:17,001,1.0
cv489_19046.txt:52,020,1.0
cv246_28668.txt:34,001,1.0
cv940_18935.txt:12,000,1.0
cv494_18689.txt:4,009,1.0
cv510_24758.txt:1,016,1.0
cv726_4365.txt:16,001,1.0
cv061_9321.txt:33,003,1.0
cv061_9321.txt:68,007,1.0
cv212_10054.txt:31,008,1.0
cv451_11502.txt:5,002,1.0
cv829_21725.txt:11,005,1.0
